1981-01-01
"Air temperature"	"Precipitation"
3.34	0
-1.36	0
-0.73	0
1.48	0
-1.52	0
0.88	2.02
0.51	0.08
-2.17	0.1
-2.34	0.48
-0.03	0
0.11	0.4
0.19	0.48
-0.07	0.8
0.15	1.52
-1.15	10.2
-1.62	12.56
-1.13	2.7
-3.31	4.76
-2.18	0.04
-1.10	0.96
-2.01	0
-2.59	2.28
-1.86	0.42
1.29	0
0.87	0
1.49	2.02
2.18	0.56
3.71	0.08
1.86	17.66
3.08	2.16
4.58	0.44
5.79	0.04
3.74	1.16
3.89	5.48
2.91	9.78
0.82	7.88
1.29	0.28
0.39	1.48
3.07	0.18
1.68	28.52
3.92	0.08
3.27	2.04
3.02	1.86
4.50	7.7
4.91	11.56
6.53	0.1
6.36	0
6.75	0.4
8.70	0.24
6.06	0
3.70	2.22
6.53	6.26
8.02	0.64
4.81	1.74
7.29	0.3
5.61	1.52
4.70	1.88
3.22	3.9
4.00	0.14
5.34	0
4.68	0
2.58	0
3.93	0
6.03	0
4.80	0.1
6.61	0.08
8.47	0
11.16	0
9.42	0
5.02	0.1
3.91	12.68
5.93	2.5
3.95	5.72
6.76	0.8
5.89	0.48
6.55	0.1
9.50	0.02
10.60	0.82
6.00	12.94
6.27	0
5.52	0
7.66	0
2.80	0.08
3.12	1.36
3.66	7.7
1.98	1.1
3.00	0.28
5.05	5.2
4.45	0.12
5.35	0.02
7.82	0.14
8.19	0
4.32	0
4.55	0
4.36	0
6.22	0.02
7.72	0
7.79	1.84
8.02	0.5
6.00	5.18
6.62	0.1
7.15	0.02
4.70	9.1
6.59	0.26
7.30	0
6.41	1.92
8.77	0.76
9.93	1.16
10.14	2.42
8.77	3.28
7.09	3.04
8.21	4.92
8.07	1.1
10.23	0
10.56	1.8
10.46	0.02
14.22	0
14.45	0
10.72	0
9.54	0.16
12.32	0
12.57	0
11.75	0.34
13.40	0.16
10.35	0
11.84	0
11.00	0
7.43	0
7.53	11.54
5.17	7.42
5.12	3.54
5.99	0.98
6.79	0
6.39	0.62
6.86	1.32
8.89	7.84
10.84	7.96
11.15	2.22
8.78	4.6
10.81	2.8
10.19	5.66
9.65	1.28
9.36	2.98
9.30	0.42
9.47	6.4
8.01	6.7
9.57	0.64
10.13	0.62
9.94	1.86
12.32	1.56
11.77	5.18
12.39	4.06
12.01	8.12
11.95	3.64
10.83	0.18
11.30	0
13.15	1.58
14.72	15.02
12.01	1
12.32	0.48
13.84	0.18
18.03	0
16.22	0
16.33	0
17.57	0.02
16.18	3.24
15.35	0.1
13.08	0.02
14.95	2.78
11.76	1.1
12.86	0.12
14.12	1.02
12.87	6.48
12.26	5.64
11.98	3.72
12.81	4.74
13.46	19.02
13.21	3.36
12.55	0.3
13.39	6.42
15.01	1.76
14.52	0.6
16.30	0
15.78	0
17.18	0
19.42	0
16.82	0
15.83	0.14
17.01	0.28
17.77	0.08
16.31	0
13.49	0
14.95	0.48
16.54	0
13.69	1.5
13.33	0.2
13.73	11.42
15.73	0
14.22	0
13.37	0.02
12.80	0.04
13.82	0.18
14.11	0
15.61	0
14.04	12.68
11.75	1.88
13.66	0.24
12.20	0.62
14.66	0
15.19	1.88
15.68	0.24
14.96	0.08
12.79	0
12.37	0
13.52	0
14.55	0
12.68	0.04
17.25	0
14.00	0
14.66	0
14.00	0
13.50	0
16.76	0
16.78	0
14.20	0.22
10.11	0
10.00	0
13.32	0
13.74	0.02
11.92	0
7.73	0.02
7.15	0.02
11.29	0.34
16.19	0.64
11.94	1.52
12.87	3.32
13.91	0.08
12.58	0.02
10.54	0
10.79	0
12.10	6.82
7.71	1.44
8.72	11.04
10.55	0.14
7.70	0.74
6.20	1.7
4.93	1.28
5.66	0.62
4.87	0.06
5.74	0.32
8.32	4.58
8.65	1.38
9.29	0
8.03	0.18
6.93	0
5.40	1.24
8.77	2.44
10.12	0.34
6.09	1.94
8.91	0.92
10.54	0.46
10.88	0.36
10.51	0.26
8.35	0.24
7.78	3.12
8.88	0.28
6.66	13.1
3.99	10.6
3.16	1.26
5.72	0.08
5.63	0
6.51	0
6.81	0
6.16	0.04
7.00	1.28
6.75	0.9
7.48	0.02
7.96	6.16
8.53	13.32
9.05	12.1
7.54	27.88
7.22	5.4
6.53	0.54
3.09	22.9
3.07	9.7
2.39	1.16
5.36	0.12
5.80	0.1
3.99	0.44
2.48	0.1
2.88	2.1
3.41	0.04
4.22	10.06
1.95	1.22
1.81	4.58
1.75	0.74
0.88	0.2
0.21	7.46
0.94	28.38
2.66	0.02
3.60	3.46
5.58	0.12
10.34	0.16
9.13	0
8.64	1.26
6.92	0.62
7.20	0
5.15	0.02
5.81	0.02
5.06	0.04
6.36	1.3
4.89	0
2.61	0
3.01	0
1.09	0.3
1.49	0
-0.05	0
-0.71	0
0.97	0
1.22	0
0.51	0
1.26	0
2.61	0
8.36	0
9.00	0
3.43	0
1.80	0
3.52	3.28
4.63	2.42
2.90	2.7
0.30	0.36
2.44	8.72
4.99	0.36
2.85	2.48
2.58	0.46
5.05	0.1
6.00	0
5.13	0
4.31	0
3.45	0
0.91	0
3.40	3.04
7.56	0.12
8.75	1.08
5.12	0.04
2.15	0
1.35	0.92
3.39	0.56
7.40	28.46
1.61	8.9
0.03	0.46
-0.02	0.02
1.64	0
4.84	0
1.59	0
2.29	0
0.78	0
1.72	0.12
4.09	0
5.20	0
6.83	0.88
5.87	0
-0.79	0
-1.64	0
0.42	0
2.28	1.28
4.04	0.02
0.85	0
-0.08	0
2.34	0
0.46	0
-0.78	0
-0.61	0
1.84	0.08
4.31	2.28
2.70	0.24
4.00	1.52
4.87	0
8.78	0
7.69	0.02
6.50	0.02
5.93	2.06
1.99	0
2.14	0
2.64	3.6
3.20	0
3.14	1.6
3.34	7.32
0.30	1.48
-1.97	2.94
-0.34	0
-1.26	0
0.19	0
3.68	0.12
7.03	0.02
6.32	0.16
5.84	0
1.85	0.02
4.33	0.76
4.73	1.2
2.01	0
4.64	0
8.19	0.36
4.07	0.02
7.84	0.02
9.10	0.02
7.20	0
5.93	0.42
7.03	11.22
5.02	0.16
4.06	0.26
4.51	0.54
3.71	0.58
3.06	3.86
-0.57	1.5
-1.79	0.4
0.99	0
4.36	0.04
8.29	0.5
6.81	3.84
6.53	0.36
9.05	1.34
4.67	0.58
4.18	0.98
4.30	3
5.71	0.42
6.04	4.06
3.11	5.46
1.99	0.42
2.75	1.14
3.29	18.7
2.73	12.02
2.63	38.64
1.67	0.56
1.47	1.74
2.65	0.78
3.54	0.34
5.29	0.28
6.10	0.04
4.45	1.12
8.32	0
7.51	0
12.67	0.28
8.61	0.66
6.94	0.84
2.78	0.66
1.84	2.46
2.47	5.16
4.44	1.42
6.40	5.66
6.55	0
6.59	0
5.30	0.02
9.06	2.6
5.88	2.2
7.16	3.64
7.30	5.18
5.09	3.76
8.32	0.84
7.82	0.26
5.50	4.46
5.63	8.34
5.71	3.92
6.84	7.88
6.06	2.34
7.16	4.06
10.81	8.7
8.11	0
12.28	0
13.10	0.02
4.52	1.22
4.07	4.12
4.12	5.7
4.49	2.94
9.91	0.02
11.74	0
15.39	0
11.18	0
11.05	0
10.91	0
9.82	0
10.75	0.4
12.44	3.22
9.91	3.86
10.99	0
10.10	0
12.20	0.18
14.82	0.02
14.56	0
11.01	0
11.20	0.16
12.87	0
12.94	1.64
13.69	0
14.39	11.14
13.24	8.02
10.74	5.42
9.28	0
9.08	0.04
13.79	0.04
13.55	0
12.07	0.1
15.36	0.74
15.64	0.02
12.73	0
14.81	0
16.19	4.12
17.02	0
13.80	0.12
12.16	0
10.15	0
11.45	0.28
13.33	0.02
14.10	0
15.25	0
12.66	0.14
14.36	0
13.24	4.96
13.11	3.9
14.47	0
13.47	2.36
10.91	0
12.93	5.04
9.17	20.4
8.84	0
7.54	0.1
7.66	9.88
9.96	0.02
10.98	0
13.56	0.04
15.80	5.42
14.87	0.86
11.06	4.5
12.06	0.98
12.18	2.68
13.70	0.36
10.82	0.02
12.21	0.3
12.05	0
15.48	0.06
17.08	2.4
16.04	0.02
15.25	0.02
15.46	0.02
12.12	8.82
13.06	0.02
13.73	2.7
14.43	0
12.68	7.08
12.81	6.42
10.74	0.02
15.17	0
11.15	0
11.27	0
11.31	0.18
15.33	0
14.25	11.06
13.03	0.42
13.60	2.26
14.31	0
13.70	0
11.18	0
10.16	11.28
10.78	8.2
13.03	2.38
12.33	2.56
11.95	2.58
9.63	1.5
12.58	1.08
11.35	3.1
10.88	3.72
8.93	3.9
9.51	0.16
12.25	1.36
11.65	0
12.58	7.32
11.67	18.58
10.20	0.02
10.16	5.3
12.18	0.4
11.51	1.48
8.54	10.22
10.28	0.48
7.63	9.32
8.89	23.86
9.98	0.02
12.33	0.02
8.40	0.4
9.83	0.7
9.52	1.36
9.49	2.42
9.37	5.44
9.03	0.02
10.34	0.02
12.28	0
13.66	2.66
12.11	2.64
9.59	0.4
8.51	0.3
10.46	0.26
12.15	0.02
9.01	0.02
10.69	3.44
13.51	0.02
11.24	1.14
10.98	4.86
7.38	17.36
7.63	3.5
8.61	0.06
6.27	2.22
8.59	0.22
7.24	1.4
10.15	0.1
13.71	0.02
12.14	0.76
11.20	13.26
10.81	0.2
7.97	10.4
11.08	1.88
9.04	0.1
6.34	1.42
6.51	0.1
8.15	0
9.51	0.36
6.80	0
7.23	0.28
7.60	0
4.86	0
7.45	0.32
5.78	17.48
2.75	23.64
3.49	5.06
3.36	1.8
2.46	0.14
2.31	8.9
3.60	0.78
4.24	0.1
2.08	0.66
2.47	0
1.23	0
-0.25	0.1
0.41	0.94
2.71	8.28
2.95	14.42
3.58	0.18
0.75	0.16
2.62	0.1
4.78	15.06
3.82	2.94
4.29	0.02
6.81	4.98
8.98	0
12.88	0.16
6.42	0
3.64	0.76
4.91	0.84
1.88	0
2.36	0.04
1.38	1.22
1.67	0.02
-0.42	2.94
0.77	1.5
1.83	1.56
1.93	0.08
1.94	0.42
3.46	0.02
2.01	0.02
-0.05	1.24
5.53	3.5
6.60	0.78
5.22	4.38
4.50	0.02
2.81	0.04
4.21	1.2
2.52	0.02
1.73	0.24
5.46	0.52
4.47	1.44
4.37	3.5
1.84	0
0.43	0
0.19	0
1.35	8.6
2.81	3.38
1.33	2.26
3.55	0.02
3.79	0.02
4.42	0.02
3.45	1.6
6.08	0
8.17	0.04
8.57	27.36
1.19	1.24
-0.78	11.9
2.16	0.06
-0.88	0
-3.83	0
-3.95	0
-2.19	0
-1.47	0.74
1.67	0.06
3.93	0
-1.45	0
-2.19	0
-3.50	0
-4.10	0
-3.83	0
-2.13	0
3.86	0.26
6.22	0
3.02	5.18
2.65	6.74
3.51	1.52
3.32	0
4.07	1.04
3.03	2.12
2.71	2.32
2.97	5.36
-1.14	6.7
-0.37	2.52
0.94	0.68
2.04	10.38
3.64	5.06
5.65	3.18
2.88	1.06
1.45	5.4
3.48	0.14
4.19	4.82
4.35	9.18
3.46	1.34
3.01	9.52
2.26	1.9
0.40	0
1.24	2.88
1.63	3.24
2.63	0.24
3.24	0
3.83	0
2.16	0
1.59	0.02
3.56	0
6.87	0
8.96	0
9.78	0.02
10.41	0
10.07	0
4.82	0
2.98	0
2.40	0
3.45	0
3.18	0
4.72	0
6.11	1.34
3.47	0.12
7.34	0
9.58	0
5.81	3.54
3.58	0.18
4.77	3.34
1.64	1.2
2.65	0.66
3.97	0.02
4.05	0.02
5.32	3.9
1.63	3.94
-3.03	4.5
-1.69	0.42
-0.19	7.36
-1.36	6
-0.01	0.58
-0.25	1.86
3.39	0.02
5.71	0
3.01	0
5.53	0
2.78	0
2.47	1.72
4.03	0.72
7.63	0.14
6.50	0
8.24	0
7.13	1.96
6.81	0
9.92	0.02
5.09	0
5.34	0
7.31	0.86
5.77	0
4.60	0.28
1.68	0.78
1.83	0.12
2.95	0
0.87	0
2.72	0.1
3.44	1.06
4.47	11.52
6.03	5.48
5.95	4.74
6.54	3.12
5.73	0.36
3.13	7.68
5.43	11.26
4.51	13.6
4.49	1.1
5.24	0.24
3.21	3.08
5.04	27.36
6.88	2.7
4.11	2.1
2.66	1.8
3.98	0.04
5.64	0
4.20	3.56
9.96	0.18
6.32	0.04
6.59	0.94
5.96	7.54
7.57	1.18
9.30	1.42
9.18	0.48
7.30	1.78
9.71	0
5.80	0.66
9.23	0.02
7.45	0
8.73	0
9.34	0
12.41	0
8.82	1.18
6.43	0.22
4.44	0.02
5.20	0.98
9.80	0.12
9.30	0.86
10.45	9.88
9.16	0
8.52	0
8.04	0.24
8.97	0
7.30	5.86
3.78	10
3.15	31.54
4.78	2.12
6.79	5.38
9.16	8.74
10.86	0.02
8.02	0
7.52	3.6
10.25	3.14
11.99	0
11.22	0
10.89	0.12
7.03	0
6.78	0
6.71	0
8.32	2.24
8.54	6.68
8.39	17.82
8.94	2.96
7.62	4.94
7.92	1.76
10.01	0.1
12.50	0
9.73	0.02
13.31	0
14.75	0
15.00	0
15.80	0.08
13.39	0.16
14.52	0
10.01	0
8.86	0
9.90	0
9.84	0.18
12.48	1.32
13.33	6.3
12.18	6.98
9.85	6.28
11.23	0.12
10.70	1.68
9.35	0.72
9.54	0.44
8.84	0.58
9.53	10
13.21	0.04
14.13	0
14.67	0
16.86	0.72
13.48	5.48
13.67	0.02
12.88	0.34
15.55	0.02
13.59	0.38
10.24	0
12.65	0
13.44	0
13.71	5.12
9.22	0.24
9.35	0.32
9.96	0.74
9.95	0
9.07	0
10.10	1.72
11.25	16.4
14.02	3.32
14.87	46.2
12.94	0.16
12.63	0.3
11.78	0.02
12.58	0.04
12.65	5.18
14.98	0
12.69	1.22
11.23	1.18
11.30	0.98
10.93	2.02
13.93	8.96
13.24	0.9
11.88	0.06
11.19	0.96
12.01	0.1
13.91	1.8
13.42	0.66
12.51	7.16
12.31	0.36
12.41	1.68
14.87	7.28
12.75	3.12
14.13	0.88
10.40	1.54
7.84	6.76
8.61	2.96
9.16	0
12.69	4.12
12.16	0.84
11.76	3.52
10.54	0.02
11.80	2.08
10.81	0
10.54	0
11.90	0.04
7.20	4.52
8.33	0.64
8.67	1.96
10.03	0.28
10.83	0.22
12.94	0
14.22	0.08
14.09	0
12.21	0
15.14	0
14.22	0.02
12.01	1.16
8.98	0.04
8.92	0
10.09	0
9.25	0.68
8.97	1.36
9.46	11.84
10.57	24.68
11.95	15.76
11.98	14.14
10.12	4.42
10.40	5.82
8.16	3.16
7.79	0.48
7.56	0.44
6.85	0.02
6.50	0
10.01	8.96
13.09	0
12.52	1.32
9.95	1.04
9.55	0
8.84	4.2
6.83	0.08
5.73	0
5.41	0
4.92	0.12
7.17	3.78
10.26	0.58
8.83	40.46
9.79	9.6
10.17	4.44
9.83	7.62
5.85	6.22
6.72	26.16
8.88	35.2
10.94	3.94
8.09	20.04
8.46	1.56
7.01	5.2
4.77	3.72
2.45	2.02
2.89	3.66
1.18	1.86
1.06	0
1.69	0
3.23	0
6.44	0.68
6.24	3.32
3.92	2.8
3.75	0
6.14	0.26
5.14	0.02
4.66	0
1.81	0.02
4.62	0.5
4.86	0.16
5.25	0.02
3.74	1.44
4.78	0.88
5.51	0.12
5.38	0.3
6.84	8.72
8.85	0.04
7.37	0
5.74	2.04
6.35	3
6.05	0.9
6.29	0.08
1.01	0
1.56	0
1.27	0.02
-0.67	0
0.71	0
2.09	0.04
4.83	0
4.30	0
3.12	0
3.53	0
-1.29	5.6
-2.06	10.26
-2.42	1.12
-3.20	0.42
-5.17	0
-4.32	0
-0.98	0
-0.69	0
3.18	0
2.41	9.78
2.37	0.82
3.86	0.38
3.90	0.32
5.40	4.28
3.85	0.1
4.96	0
5.80	1.12
0.85	0.02
0.72	21.2
1.12	3.86
0.99	2.08
0.09	7.24
-0.41	12.56
-0.13	0.88
-0.35	1
0.70	1.32
0.24	0.7
3.39	0.12
4.57	0.28
5.14	2.34
-1.30	0.06
-2.30	1.66
-1.00	0.88
-1.16	6.84
-1.23	0.28
-1.55	0.34
-6.13	0
-3.82	3.3
-2.17	6.58
0.64	0.56
0.14	0
-2.92	0
-1.91	11.58
-1.42	2.5
0.13	25.12
0.70	12.64
0.95	8.9
1.64	13.78
1.11	0.4
-0.83	0.64
0.74	10.54
3.53	0.12
3.22	3.54
2.42	9.8
3.23	0.86
2.85	0.12
0.98	0.64
-1.06	2.2
2.00	0.14
3.34	0.1
2.45	0.16
5.03	0
6.47	0.12
2.57	2.26
0.04	0.28
3.02	0.16
2.56	0.64
3.33	1.9
1.23	4.6
-0.99	6.54
2.39	1.12
2.61	0.02
3.02	1.54
3.93	3.84
1.01	0
0.26	18.4
2.02	5.62
3.28	2
2.29	4.98
1.33	0.28
1.29	1.02
2.85	1.26
3.23	0
2.16	0
2.49	0
0.83	0
-0.78	0.1
-0.67	5.86
-2.35	0
-4.84	0
-2.85	0
0.78	0
0.23	0.46
-1.48	8.48
-0.61	0.32
-3.73	0.54
-0.28	0.36
-1.69	13.62
-0.55	14.92
0.06	20.42
0.66	19.6
1.55	3.16
2.58	0.12
2.93	0.02
4.36	3.82
4.27	0.5
5.48	0.3
7.75	0.26
8.95	0.58
3.72	0.78
4.29	0.12
4.21	0.02
3.37	2.3
4.44	4.24
4.45	1.26
2.24	1.14
0.90	3.8
1.80	0.08
0.92	0.18
0.93	0.8
-0.09	0.34
1.19	0.72
3.98	1.04
7.30	2.2
4.06	0.42
4.94	1.8
4.04	0
2.44	0.66
6.40	0.1
5.95	0.98
4.01	8.24
5.18	0.4
4.55	0.02
3.47	0.2
2.20	1
2.45	0
3.56	0
3.70	0
2.42	0.08
-0.38	8.8
2.34	1.74
5.10	0
5.47	0.52
6.55	0.04
4.85	0.02
5.14	0
6.03	0.18
6.95	0.02
6.91	1.06
6.71	0.42
5.46	4.18
2.92	8.88
3.64	17.52
3.07	7.12
5.59	2.2
7.02	0.34
5.11	0.64
7.07	0.02
11.43	0
13.58	0.12
12.48	0.02
9.04	0.16
8.31	0.08
10.04	0.32
7.51	0.72
7.59	0.36
7.89	2.44
7.54	0.18
8.27	0.12
6.36	2.74
7.11	0
8.88	0
9.37	0
10.33	0
10.06	0
8.24	0
7.08	0.12
4.83	0.04
4.39	0.22
4.20	0.02
2.83	0.08
4.41	0
6.84	0
6.92	0
6.76	0
4.86	0
6.25	0.18
4.41	0.38
6.03	0
5.06	0
7.35	0.1
9.01	2.02
15.03	0.46
13.35	0
10.82	0.12
11.16	2.46
9.76	0.18
9.07	0
11.05	0.3
11.89	0
8.56	1.96
9.81	2.92
10.07	0
11.24	0
16.38	0
16.38	0
11.10	0
10.75	1.5
9.63	0.56
11.00	1
11.56	0.02
13.09	0.02
12.25	0
13.50	1.08
9.53	0.22
10.05	4.76
12.32	14.84
12.00	1
12.37	0.1
14.79	0
16.69	0
14.46	0
14.53	0
13.53	0
13.19	3.26
13.38	0.1
16.21	5.36
14.29	14.24
13.41	0.06
14.47	0
15.14	0.04
13.55	0.02
15.36	1.3
14.35	0.58
16.14	14.54
14.70	0
12.52	3.42
13.08	0
12.60	0
12.80	0
10.96	0
13.18	0
17.11	1.82
15.70	0.22
12.23	0
12.11	0
14.76	0
16.26	0.18
17.72	0.64
12.60	0
13.36	0
14.05	0
16.43	0.36
16.44	19.92
18.87	0.02
14.82	0.34
15.32	0.52
16.63	0.66
15.61	0.02
12.40	0
13.63	0
11.55	0
12.43	0
11.58	0.18
12.01	0.02
12.02	0.3
9.42	0
8.16	0
12.54	0
11.43	7.1
11.47	0.06
12.27	0.04
13.64	0
13.40	0.12
12.28	0
10.37	0.28
12.79	6.38
10.71	0.76
11.55	2.18
12.50	0
8.92	0.24
9.84	2.84
11.99	1.46
10.72	5.82
10.71	0.48
11.28	0
10.25	0
11.88	8.46
13.35	0.5
9.74	0
7.75	0.66
7.81	20.04
8.12	19.62
7.93	0.04
8.93	0.02
10.30	5.6
9.76	12.1
8.63	0.34
6.82	0.92
7.28	10.96
6.94	8.36
7.79	0.82
8.36	0.22
10.72	13.92
9.48	2.28
11.70	0.02
13.45	0
17.13	0.02
10.81	0
8.00	0.12
7.17	0.26
9.27	0.3
9.43	0.1
12.65	1.66
13.07	0.56
7.93	6.34
8.52	6.54
2.48	3.04
3.77	0.6
7.19	4.26
10.22	0.12
12.48	0
7.77	0
6.99	0
10.33	0
10.16	0
8.22	0
9.08	0
9.19	0.02
7.97	0.32
4.31	0
1.68	0.1
4.84	0.04
7.71	4.9
8.66	5.84
8.53	9.12
9.55	18.02
9.34	5.04
6.22	0.84
6.54	1.82
5.40	1.04
3.82	2.18
4.97	0.2
3.14	3.06
3.53	3.4
5.01	3.7
5.98	0.68
2.58	4.94
4.94	3.52
9.69	6.68
7.35	7.76
8.79	0.12
5.76	0
7.57	2.62
9.04	11.96
7.71	10.04
7.45	1.44
6.75	8.46
10.34	2.9
8.56	1.54
6.38	0
5.63	0
3.92	0.06
4.42	8.62
4.92	0.02
7.71	1.06
7.36	0.02
9.24	0
11.78	0.12
6.91	0
6.54	0
8.75	0
7.97	0
6.83	0
2.66	0
0.18	0
3.33	0
5.12	0.58
7.49	5.36
0.69	0.18
1.15	3.24
1.36	8.88
2.12	6.8
2.49	1.24
4.44	0.1
8.81	2.72
9.74	0.1
7.83	0.72
3.01	0.06
0.75	0.12
2.42	0.02
3.08	1.08
5.00	0.74
2.78	0.12
1.60	0.06
1.52	0.08
-0.92	0
-0.72	0.12
3.82	0
5.71	0
4.38	0.04
1.82	0.08
0.18	3.92
1.97	4.52
3.91	0.36
3.18	2.78
-0.33	5.12
-2.44	4.34
-1.94	0
-5.06	0.04
2.15	3.5
3.60	0.16
3.02	2.58
3.71	0.52
3.51	0.2
4.72	2.22
1.42	0.7
-0.18	0.22
3.51	3.26
4.19	0.04
6.72	0.1
3.63	1.48
5.01	4.34
2.86	14.64
1.69	1.68
0.97	17.04
1.09	0.02
1.45	15.16
2.12	0.76
2.57	6.78
2.39	0.04
-1.88	0.22
-1.80	0.16
-1.94	13.24
-0.89	1.7
-0.40	2.3
-1.64	11.04
-1.36	0.34
4.11	0.62
2.58	0.72
3.72	1.44
4.91	0
6.46	0
9.43	1
2.28	0.28
-2.61	0.1
-3.69	0
-3.42	5.04
0.98	8.92
4.42	1.76
3.04	1.98
4.03	5.76
4.65	0
4.19	0
3.22	0
2.08	1.46
2.66	4.12
2.04	0.02
1.57	5.96
1.97	0.24
3.20	0.42
0.83	0.12
0.34	0.42
0.43	0.42
4.68	0.02
6.30	0.72
1.41	0
-0.56	0
-2.46	0
-0.76	3.86
-0.77	5.12
0.74	0.32
-1.22	3.42
-0.30	0
1.41	4.56
3.57	9.34
6.67	0.04
4.32	0
8.10	0.44
4.31	0.16
0.87	0.34
1.97	1.92
1.86	1.9
2.12	0
2.19	0.38
2.38	0
2.93	3.46
5.72	0
7.83	0.5
6.29	2.82
3.27	0.02
3.23	6.02
-0.52	3.44
-0.57	0.6
1.29	0.14
5.59	1.58
9.74	0
8.70	0
9.78	0.06
5.35	2.2
3.98	0.04
7.94	0
8.73	0.02
8.28	0.04
5.34	0
7.05	2.94
9.55	0
9.63	0
8.06	0
8.56	0
8.02	0.32
6.92	1.52
6.01	10.08
1.24	12.26
1.50	4.22
2.20	3.12
3.10	2.32
4.51	1.2
2.93	16.92
5.36	0.34
5.35	2.18
5.92	0.1
3.63	0.14
3.88	0
3.29	0
3.67	0.42
8.48	1.38
12.94	0
12.52	0.32
13.29	0
14.43	0
11.00	0
9.08	0.2
11.64	1.7
8.55	1.72
5.91	3.86
4.46	0.4
3.64	0.4
3.13	0.98
2.77	2.94
3.48	0.9
2.93	0.54
2.71	0.46
2.89	3.42
3.83	3.6
4.23	1.76
6.62	0
8.64	0.84
10.83	2
12.07	0
9.34	8.92
11.07	0.04
11.36	0.12
11.26	8.32
12.74	1.94
12.01	1.52
10.31	5.22
10.82	9.64
10.86	11.94
9.76	10.84
8.15	4.24
9.94	0.02
7.45	0.12
11.65	1.3
7.60	13.36
7.59	0.66
9.36	0.04
10.42	0.52
8.31	0.16
8.71	0
10.17	0
12.17	0
11.14	0
11.14	0.66
13.20	0.54
9.96	1.76
13.15	1.86
13.67	0.12
11.16	0
13.75	0
13.50	0
16.82	0
15.86	0
15.07	0
14.96	0
17.25	0
15.29	0
11.67	0
10.86	0.06
9.92	5.52
10.66	0.08
11.25	1.4
11.77	3.64
14.30	0
13.89	0
11.12	0
12.27	0
11.33	0
15.68	0.56
17.35	0
15.92	0.04
13.85	4.92
15.40	1.18
12.86	5.3
14.01	0.26
14.35	0.04
17.45	5.96
18.58	0.14
13.31	0.12
12.93	0.46
14.72	0
13.75	0
17.58	0
17.53	0
17.70	0.4
17.81	0
20.39	0
18.11	0
18.79	0
18.38	0
19.05	0
17.40	0
15.55	0
14.49	0
12.91	0
11.77	0
12.65	0
15.97	0
16.16	0
15.35	0
16.66	0.02
14.29	0
16.32	0
18.12	0
18.77	0
18.67	0
19.15	2.52
18.91	0.08
18.32	0
19.86	0
17.07	10.48
14.55	1.68
12.47	2.9
14.10	0.56
11.18	2.98
11.01	2.38
10.74	5.08
11.63	0.58
14.10	0.06
15.80	0
14.57	53.98
11.70	25.52
12.97	2.8
11.30	7.12
11.66	0.32
11.75	4.18
9.57	73.56
11.77	24.02
14.69	36.92
12.21	13.62
10.95	23.12
13.52	0.24
12.24	0
10.70	0
11.32	0
11.73	3.2
12.93	1.38
11.25	0
10.12	0.06
10.82	0
12.44	0
11.03	0
10.76	0.62
9.67	3.14
9.98	0.02
9.28	0.06
5.92	2.9
5.10	0.84
6.83	0.46
6.46	6.8
8.92	0.64
10.55	5.8
11.06	3.2
10.74	1.6
11.36	3.86
11.90	1.06
11.14	1.34
13.16	0
14.21	0
9.47	0
9.98	0.5
10.69	14.18
10.57	1.8
12.39	0
11.79	1.46
10.56	0.4
14.50	1.42
10.41	0.5
11.46	0
7.12	0
5.46	0.8
7.31	4.94
11.03	0.28
11.62	8.82
9.04	8.08
8.81	2.6
5.39	0.04
6.11	0
4.52	0.46
7.13	4.48
8.26	0.1
7.04	0.64
5.99	0.18
4.88	0
1.93	0
4.02	0
4.52	1.02
7.67	0.22
7.76	0.28
0.58	0.18
2.51	2.98
4.51	22.42
7.51	0.84
9.01	0.04
5.99	4.6
3.09	5.42
1.47	14.28
0.35	5.36
1.79	1.26
4.08	0.9
3.14	2.8
4.66	0.08
9.66	0.02
8.94	0.42
10.20	0.46
8.74	3.9
2.07	22.26
4.60	25.02
6.50	2.26
6.38	1.16
6.12	0
6.62	0.08
7.31	1.32
7.63	5.2
4.11	2.68
1.75	5.98
0.59	8.54
0.29	5.62
-2.17	0.14
-0.99	0
2.09	0
0.69	0
2.37	0.4
1.69	0.8
3.02	0.84
2.94	4.58
3.40	1.18
3.21	0.74
2.10	2.76
0.26	1.46
-3.98	0
-4.60	12.5
-4.16	5.82
-2.21	1.52
-4.77	9.92
-2.16	2.62
-4.99	0.02
-9.28	0
-10.56	0
-12.38	0.52
-9.06	0
-4.50	3.14
1.85	4.44
2.94	0.32
3.65	0.4
3.84	3.64
4.13	15.4
3.00	11.9
3.27	12.7
4.26	9.88
6.32	0
6.50	0
1.41	10.14
4.92	5.4
7.40	0.12
6.63	0.16
7.10	0.32
5.89	1.12
6.31	0
7.13	0
4.67	4.26
3.51	2.52
1.23	2.7
1.44	2.14
1.46	0.24
1.20	0.16
-0.90	7.14
-1.74	5.5
-0.81	1.44
0.22	0
-1.05	0
-0.82	0
1.13	0
-1.08	0.08
-1.23	1.12
-1.14	0.02
-1.58	0
-2.10	0.82
-0.89	3.46
-3.74	1.34
-1.79	1.46
-2.13	46.48
1.61	22.6
3.38	0.22
1.42	9.54
1.68	0.64
2.42	0.26
4.24	1.52
5.53	5.02
3.77	3.4
2.82	5.22
-0.14	3.42
-2.28	0
-1.80	1.86
2.06	0
2.77	0.8
2.95	4.96
